Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
3305 Fairview St,Starbucks,4214-528,(905) 681-0705,CO,3305 Fairview Street,3305 Fairview Street,,,Burlington,ON,CA,L7N 3N9,"43.3539886475, -79.7871932983",43.35398865,-79.7871933,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
129 Bank Street,Starbucks,4245-912,(613) 238-7613,CO,129 Bank Street,129 Bank Street,,,Ottawa,ON,CA,K1P 5N7,"45.4192657471, -75.6995162964",45.41926575,-75.6995163,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Calgary #2730,Starbucks,74854-100260,,LS,Richmond Road & 37th St,Richmond Road & 37th St,,,Calgary,AB,CA,T2J 6S1,"51.0207481384, -114.141998291",51.02074814,-114.1419983,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Fort Frances #674,Starbucks,79560-102424,,LS,417 Scott Street,417 Scott Street,,,Fort Frances,ON,CA,P9A 1H3,"48.6100234985, -93.3920822144",48.6100235,-93.39208221,Central Standard Time,-360,GMT-06:00 America/Rainy_River,2013-12-08 17:41:59-05:00
Lougheed & Holdom,Starbucks,4923-108672,(604) 294-9552,CO,"2201 Holdom Avenue, 101",2201 Holdom Avenue,101,,Burnaby,BC,CA,V5B 0A2,"49.264339447, -122.981567383",49.26433945,-122.9815674,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Richlea Square,Starbucks,125-167,(604) 241-7826,CO,"10151 No. 3 Road, Space #8",10151 No. 3 Road,Space #8,,Richmond,BC,CA,V7A 4R6,"49.1389198303, -123.138473511",49.13891983,-123.1384735,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Laird & Wicksteed,Starbucks,4667-100881,416-429-8827,CO,"65 Wicksteed Ave, C",65 Wicksteed Ave,C,,Toronto,ON,CA,M4G 4H9,"43.7106781006, -79.3609695435",43.7106781,-79.36096954,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Vancouver #90,Starbucks,79546-102430,,LS,1641 Davie Street,1641 Davie Street,,,Vancouver,BC,CA,V6G 1W1,"49.285572052, -123.138748169",49.28557205,-123.1387482,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Place Vertu,Starbucks,4111-142224,514-335-3620,CO,3131 boulevard de la Cote Vertu,3131 boulevard de la Cote Vertu,,,St Laurent,QC,CA,H4R 1Y8,"45.4978790283, -73.7034301758",45.49787903,-73.70343018,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
265 Wharncliffe Rd N,Starbucks,4955-129648,519-438-8677,CO,265 Wharncliffe Rd North,265 Wharncliffe Rd North,,,London,ON,CA,N6H 2C1,"42.9923171997, -81.2648696899",42.9923172,-81.26486969,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
108th & 160th - Fraser Heights,Starbucks,4811-104761,604-582-6233,CO,101-15976 108th Avenue,101-15976 108th Avenue,,,Surrey,BC,CA,V4N 5V6,"49.1986312866, -122.779594421",49.19863129,-122.7795944,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
11 Clair Rd W,Starbucks,4747-104225,519-822-8462,CO,11 Clair Road West,11 Clair Road West,,,Guelph,ON,CA,N1L 0A6,"43.4996452332, -80.1904144287",43.49964523,-80.19041443,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Le Faubourg Ste-Catherine,Starbucks,4079-140740,514-904-2727,CO,"1616 Rue St. Catherine Ouest, #cp238",1616 Rue St. Catherine Ouest,#cp238,,Montreal,QC,CA,H3H 1L7,"45.4945297241, -73.5780105591",45.49452972,-73.57801056,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Gastown,Starbucks,191-128,(604) 669-6297,CO,199 Water Street,199 Water Street,,,Vancouver,BC,CA,V6B 1A7,"49.2844390869, -123.108512878",49.28443909,-123.1085129,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
7080 Warden Ave,Starbucks,4580-96128,905-470-7009,CO,"7080 Warden Avenue, Bldg. B, Unit 6, Warden Centre",7080 Warden Avenue,"Bldg. B, Unit 6",Warden Centre,Markham,ON,CA,L3R 5Y2,"43.8226013184, -79.3259048462",43.82260132,-79.32590485,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Bernard & Pandosy,Starbucks,4398-28347,250-979-0562,CO,387 Bernard Avenue,387 Bernard Avenue,,,Kelowna,BC,CA,V1Y 6N6,"49.8863182068, -119.495246887",49.88631821,-119.4952469,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Okotoks #2223,Starbucks,74752-97381,403-938-9341,LS,610 Big Rock Ln,610 Big Rock Ln,,,Okotoks,AB,CA,T0L 1T5,"50.7170333862, -113.98033905",50.71703339,-113.9803391,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Calgary #2211,Starbucks,74832-99496,403-210-0002,LS,1632 14 Avenue NW,1632 14 Avenue NW,,,Calgary,AB,CA,T2N 1M7,"51.0645332336, -114.099029541",51.06453323,-114.0990295,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
HSBC Bank Place,Starbucks,4778-106692,780 441 9054,CO,"10250-101 Street, G11, Allstream Tower",10250-101 Street,G11,Allstream Tower,Edmonton,AB,CA,T5J 3P4,"53.5438346863, -113.493927002",53.54383469,-113.493927,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Ste-Catherine E. & De La Visitation,Starbucks,4073-140749,514-904-5411,CO,1301 Rue St. Catherine Est,1301 Rue St. Catherine Est,,,Montreal,QC,CA,H2L 2H4,"45.5193824768, -73.5554504395",45.51938248,-73.55545044,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Kingsland Plaza,Starbucks,4446-79061,403-253-4602,CO,"7616 Elbow Drive SW, Kingsland Plaza",7616 Elbow Drive SW,,Kingsland Plaza,Calgary,AB,CA,T2V 1K2,"50.9854164124, -114.082557678",50.98541641,-114.0825577,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
891 Dunsmuir,Starbucks,4370-10280,604/688-9098,CO,"885 Dunsmuir Street, 891 Dunsmuir",885 Dunsmuir Street,,891 Dunsmuir,Vancouver,BC,CA,V6C 1N5,"49.2849121094, -123.118049622",49.28491211,-123.1180496,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Chinook Chapters,Starbucks,4392-12831,403-640-9846,CO,"6455 Macleod Tr SW, Space L-001A",6455 Macleod Tr SW,Space L-001A,,Calgary,AB,CA,T2H 0K8,"50.9958572388, -114.073478699",50.99585724,-114.0734787,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Grant Park Festival,Starbucks,4564-95253,204-453-6207,CO,"1180 Taylor Avenue, Unit 2, Grant Park Festival",1180 Taylor Avenue,Unit 2,Grant Park Festival,Winnipeg,MB,CA,R3M 3Z4,"49.852935791, -97.1670074463",49.85293579,-97.16700745,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway-Winnipeg #726,Starbucks,74867-97803,,LS,3900 Grant Avenue,3900 Grant Avenue,,,Winnipeg,MB,CA,R3R 3C2,"49.8583488464, -97.2638244629",49.85834885,-97.26382446,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway - Grand Prairie #826,Starbucks,74840-100563,780-833-8620,LS,84th & 100th Street,84th & 100th Street,,,Grand Prairie,AB,CA,T8V 1L4,"55.1561775208, -118.794937134",55.15617752,-118.7949371,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Church & Shuter,Starbucks,4765-105711,416-941-9232,CO,167 Church Street,167 Church Street,,,Toronto,ON,CA,M5B 1Y6,"43.6547622681, -79.3760604858",43.65476227,-79.37606049,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
YYZ - Toronto Pearson Ti Hammerhead,Starbucks,75933-106225,4167763100,LS,"6301 Silver Dart Drive, Terminal 1",6301 Silver Dart Drive,Terminal 1,,Mississauga,ON,CA,L5P 1B2,"43.6839866638, -79.6196670532",43.68398666,-79.61966705,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Bay & Cumberland,Starbucks,4402-2830,416-934-0881,CO,"1250 Bay Street, 100, The Maxus",1250 Bay Street,100,The Maxus,Toronto,ON,CA,M5R 2B1,"43.6705055237, -79.3897781372",43.67050552,-79.38977814,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Alder Crossing - 148th & KGH,Starbucks,4596-97669,604-531-8535,CO,"3288 King George Hwy, Unit #1, Alder Crossing",3288 King George Hwy,Unit #1,Alder Crossing,Surrey,BC,CA,V4P 1A5,"49.061252594, -122.812355042",49.06125259,-122.812355,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Millwoods Town Centre,Starbucks,4670-100005,780-466-2570,CO,"5808 23rd Ave, Millwoods Town Centre",5808 23rd Ave,,Millwoods Town Centre,Edmonton,AB,CA,T6K 4B5,"53.4543113708, -113.429862976",53.45431137,-113.429863,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-Calgary #292,Starbucks,70335-136373,,LS,9737 MacLeod Trl SW,9737 MacLeod Trl SW,,,Calgary,AB,CA,T2J 0P6,"50.9660606384, -114.074127197",50.96606064,-114.0741272,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
"YYC Calg N Processor, Retail Hall",Starbucks,75779-94250,,LS,2000 Airport Road,2000 Airport Road,,,Calgary,AB,CA,T2E 6W5,"51.1307296753, -114.008460999",51.13072968,-114.008461,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Park & Tilford,Starbucks,161-190,(604) 986-4255,CO,"333 Brooksbank Ave., #510",333 Brooksbank Ave.,#510,,North Vancouver,BC,CA,V7J 2S8,"49.3087997437, -123.042488098",49.30879974,-123.0424881,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
North Front-Bell Blvd,Starbucks,4358-2079,6139620479,CO,"390 North Front Street, Quinte Mall",390 North Front Street,,Quinte Mall,Belleville,ON,CA,K8P 3E1,"44.1879043579, -77.4026565552",44.18790436,-77.40265656,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
121 Division Street,Starbucks,4648-99931,613-548-4747,CO,121 Division Street,121 Division Street,,,Kingston,ON,CA,K7L 3M5,"44.2314758301, -76.4926376343",44.23147583,-76.49263763,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Yonge & Eglinton- Minto Tower,Starbucks,4929-125664,416-488-1930,CO,"2193 Yonge Street, Unit Space C",2193 Yonge Street,Unit Space C,,Toronto,ON,CA,M4S 2V2,"43.7055397034, -79.397857666",43.7055397,-79.39785767,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Quadra & Yates,Starbucks,4708-103126,250-360-2246,CO,865 Yates Street,865 Yates Street,,,Victoria,BC,CA,V8W 2K7,"48.425491333, -123.359596252",48.42549133,-123.3595963,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Departure Bay Ferry Terminal,Starbucks,4964-133208,(250) 754-1594,CO,"680 TransCanada Highway, Departure Bay Ferry Terminal",680 TransCanada Highway,,Departure Bay Ferry Terminal,Nanaimo,BC,CA,V9S 5R1,"49.1934242249, -123.95501709",49.19342422,-123.9550171,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Brooks #852,Starbucks,74983-102402,,LS,404 Cassils Rd,404 Cassils Rd,,,Brooks,AB,CA,T1R 0V4,"50.5721549988, -111.901725769",50.572155,-111.9017258,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Granville & 2nd,Starbucks,131-18,6047365477,CO,1500 West 2nd Avenue,1500 West 2nd Avenue,,,Vancouver,BC,CA,V6J 1H2,"49.2693405151, -123.138717651",49.26934052,-123.1387177,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Mission Junction Shopping Center,Starbucks,4345-791,604-820-0025,CO,"32555 London Ave, Unit 370, Mission Junction Shopping Centre",32555 London Ave,Unit 370,Mission Junction Shopping Centre,Mission,BC,CA,V2V 6M7,"49.1309165955, -122.319801331",49.1309166,-122.3198013,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Skylon Tower Base,Starbucks,75826-96571,905-356-2651,LS,5200 Robinson St,5200 Robinson St,,,Niagara Falls,ON,CA,L2G 2A3,"43.0864944458, -79.0796279907",43.08649445,-79.07962799,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
Safeway - Regina #399,Starbucks,79530-102414,13067893191,LS,2223 Victoria Ave East,2223 Victoria Ave East,,,Regina,SK,CA,S4P 0S4,"50.4456253052, -104.55266571",50.44562531,-104.5526657,Canada Central Standard Time,-360,GMT-06:00 America/Regina,2013-12-08 17:41:59-05:00
1442 Fanshawe Park Rd,Starbucks,4722-103297,519-472-3305,CO,1442 Fanshawe Park Road,1442 Fanshawe Park Road,,,London,ON,CA,N6G 0A4,"43.0102882385, -81.3367767334",43.01028824,-81.33677673,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Edmonton #809,Starbucks,79591-102936,,LS,11410 104th Avenue NW,11410 104th Avenue NW,,,Edmonton,AB,CA,T5K 2S5,"53.5471839905, -113.518486023",53.54718399,-113.518486,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
College & Dovercourt,Starbucks,4637-99042,416-588-7979,CO,941 College Street,941 College Street,,,Toronto,ON,CA,M6H 1A6,"43.6534614563, -79.4264373779",43.65346146,-79.42643738,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Richmond Centre,Starbucks,4426-63922,604/233-0511,CO,"6551 No 3 Road, Richmond Centre",6551 No 3 Road,,Richmond Centre,Richmond,BC,CA,V6Y 2B6,"49.1675376892, -123.138404846",49.16753769,-123.1384048,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Spruce Grove #857,Starbucks,74784-97801,780-962-9183,LS,94 McLeod Avenue,94 McLeod Avenue,,,Spruce Grove,AB,CA,T7X 1R2,"53.5423316956, -113.91103363",53.5423317,-113.9110336,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-Langley #43,Starbucks,74461-95602,6045344363,LS,20871 Fraser Hwy,20871 Fraser Hwy,,,Langley,BC,CA,V3A 4G7,"49.1024246216, -122.644561768",49.10242462,-122.6445618,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2963 Argentia Rd,Starbucks,4872-106562,905-816-9989,CO,"2963 Argentia Rd., Building C",2963 Argentia Rd.,Building C,,Mississauga,ON,CA,L5N 0A2,"43.598285675, -79.7836151123",43.59828568,-79.78361511,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
111 Lakeshore Rd W,Starbucks,4387-23529,905-278-7562,CO,111 Lakeshore Rd W,111 Lakeshore Rd W,,,Port Credit,ON,CA,L5H 1E9,"43.5498771667, -79.587272644",43.54987717,-79.58727264,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway Mission  - #142,Starbucks,79694-120227,6048265369,LS,32520 Lougheed Hwy,32520 Lougheed Hwy,,,Mission,BC,CA,V2V 1A5,"49.1322174072, -122.323623657",49.13221741,-122.3236237,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Hampton Market,Starbucks,4907-103832,780 481 2310,CO,"6226 199 Street NW, Hampton Market",6226 199 Street NW,,Hampton Market,Edmonton,AB,CA,T5T 2K4,"53.4942321777, -113.66835022",53.49423218,-113.6683502,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
West 10th,Starbucks,171-107,(604) 222-1456,CO,4580 West 10th Ave.,4580 West 10th Ave.,,,Vancouver,BC,CA,V6R 2J2,"49.263710022, -123.211547852",49.26371002,-123.2115479,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Suncor main floor,Starbucks,4587-96728,4032940610,CO,"111 5th Ave SW, Petro Canada Centre",111 5th Ave SW,,Petro Canada Centre,Calgary,AB,CA,T2P 3Y6,"51.048210144, -114.063568115",51.04821014,-114.0635681,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Royal Bank Plaza - PATH Concourse,Starbucks,4830-108885,416-214-5120,CO,"200 Bay Street, CUR9, Royal Bank Plaza",200 Bay Street,CUR9,Royal Bank Plaza,Toronto,ON,CA,M5J 2W4,"43.6459770203, -79.379989624",43.64597702,-79.37998962,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Guy & De Maisonneuve,Starbucks,4056-140777,514-678-3223,CO,2000 rue Guy,2000 rue Guy,,,Montreal,QC,CA,H3H 2L8,"45.4956550598, -73.5796203613",45.49565506,-73.57962036,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
81 Front St E at Jarvis,Starbucks,4220-765,416 9559956,CO,81 Front Street East,81 Front Street East,,,Toronto,ON,CA,M5E 1B8,"43.6487770081, -79.3725204468",43.64877701,-79.37252045,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Vancouver #127,Starbucks,74890-99494,604-731-5331,LS,4255 Arbutus St,4255 Arbutus St,,,Vancouver,BC,CA,V6J 4R1,"49.2484016418, -123.154754639",49.24840164,-123.1547546,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
485 Church at Wellesley,Starbucks,4208-524,(416) 922-2440,CO,485 Church Street,485 Church Street,,,Toronto,ON,CA,M4Y 2C6,"43.664981842, -79.3805084229",43.66498184,-79.38050842,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Abu Dhabi University - Women's,Starbucks,3178-141407,25860492,LS,"Road Al ain Abu Dhabi Road number 22, Women side",Road Al ain Abu Dhabi Road number 22,Women side,,Abu Dhabi,AZ,AE,,"24.3504238129, 54.5699806213",24.35042381,54.56998062,Arabian Standard Time,240,GMT+04:00 Asia/Dubai,2013-12-08 17:41:59-05:00
170th St & 90th Ave NW,Starbucks,4680-101115,780-444-4813,CO,"17004 - 90th Avenue, Westgate Shopping Centre",17004 - 90th Avenue,,Westgate Shopping Centre,Edmonton,AB,CA,T5T 1L6,"53.5253486633, -113.616271973",53.52534866,-113.616272,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
St-Martin & Tessier,Starbucks,4057-140779,450-575-3668,CO,1599 Boulevard Saint-Martin Ouest,1599 Boulevard Saint-Martin Ouest,,,Montreal,QC,CA,H7S 1N1,"45.5689086914, -73.7263336182",45.56890869,-73.72633362,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
2630 Yonge Street,Starbucks,4241-770,(416) 483-0226,CO,2630-32 Yonge Street,2630-32 Yonge Street,,,Toronto,ON,CA,M4P 2J5,"43.715587616, -79.4004516602",43.71558762,-79.40045166,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Keele & St. Clair,Starbucks,4477-90782,416-769-4939,CO,"2151 St. Clair Ave W, 108, The Stockyards",2151 St. Clair Ave W,108,The Stockyards,Toronto,ON,CA,M6N 5B9,"43.6717414856, -79.4711380005",43.67174149,-79.471138,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
1037 Wellington Rd,Starbucks,4294-1276,(519) 680-9889,CO,"1037 Wellington Rd., Unit 2, Chapters",1037 Wellington Rd.,Unit 2,Chapters,London,ON,CA,N6E 1W4,"42.9379425049, -81.2257995605",42.9379425,-81.22579956,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Queen & Brookmount - Toronto,Starbucks,4581-96731,416-686-4999,CO,1842 Queen Street East,1842 Queen Street East,,,Toronto,ON,CA,M4L 1H1,"43.6684150696, -79.3079452515",43.66841507,-79.30794525,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Wolf Willow,Starbucks,4622-97838,780-444-4780,CO,"6873 170th St. NW, Wolf Willow Shopping Centre",6873 170th St. NW,,Wolf Willow Shopping Centre,Edmonton,AB,CA,T5T 4W5,"53.5041351318, -113.614746094",53.50413513,-113.6147461,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Red Deer Village,Starbucks,4631-97848,403-340-3145,CO,"6380 - 50th Ave, 400, Red Deer Village",6380 - 50th Ave,400,Red Deer Village,Red Deer,AB,CA,T4N 4C6,"52.2880592346, -113.814445496",52.28805923,-113.8144455,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
525 Hespeler Rd,Starbucks,4097-139548,519-623-9146,CO,525 Hespeler Rd,525 Hespeler Rd,,,Cambridge,ON,CA,N1R 6J2,"43.4011764526, -80.3252716064",43.40117645,-80.32527161,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Nordel Annex - Nordel & 120th,Starbucks,4976-128764,604-591-5449,CO,"12025 Nordel Way, 110, Nordel Annex",12025 Nordel Way,110,Nordel Annex,Surrey,BC,CA,V3W 1W1,"49.1624984741, -122.888938904",49.16249847,-122.8889389,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Longos-Elizabeth St,Starbucks,3845-145984,4165979002,LS,111 Elizabeth Street,111 Elizabeth Street,,,Toronto,ON,CA,M5G 1P7,"43.6555137634, -79.3854217529",43.65551376,-79.38542175,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
North Town Mall 97 St & 137 Ave,Starbucks,4108-139065,780-476-0816,CO,"9404 137 Ave NW, North Town Mall",9404 137 Ave NW,,North Town Mall,Edmonton,AB,CA,T5E 6C2,"53.5998535156, -113.487434387",53.59985352,-113.4874344,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
387 Scott St,Starbucks,4962-132004,905-937-5454,CO,"387 Scott Street, Scott Street Plaza",387 Scott Street,,Scott Street Plaza,St. Catharines,ON,CA,L2M 3W2,"43.1901626587, -79.2271652222",43.19016266,-79.22716522,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Fleetwood,Starbucks,175-242,(604) 951-9373,CO,8898 152nd Street,8898 152nd Street,,,Surrey,BC,CA,V3R 4E4,"49.1646575928, -122.800872803",49.16465759,-122.8008728,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
542 College / Euclid,Starbucks,4295-1016,(416) 964-6006,CO,542 College Street,542 College Street,,,Toronto,ON,CA,M6G 1B1,"43.6558303833, -79.411567688",43.65583038,-79.41156769,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
